"","page_id","NAME","ID","ALIGN","EYE","HAIR","SEX","LGBTQ","ALIVE","APPEARANCES","MONTH_FA","YEAR_FA","UNIVERSE"
"5941",272113,"Judge Lewis (Earth-616)",NA,"Good Characters",NA,"Grey Hair","Male Characters",FALSE,"Living Characters",4,"August",1964,"Marvel"
"5942",27853,"Lee Portman (Earth-616)","Public Identity","Bad Characters","Blue Eyes","Brown Hair","Male Characters",FALSE,"Living Characters",4,"July",1964,"Marvel"
"5943",15533,"Morrat (Earth-616)","Public Identity","Bad Characters","Green Eyes","No Hair","Male Characters",FALSE,"Deceased Characters",4,"November",1964,"Marvel"
"5944",36947,"Zota of Pergamum (Earth-616)",NA,"Bad Characters","Brown Eyes","Bald","Male Characters",FALSE,"Living Characters",4,"September",1964,"Marvel"
"5945",345528,"Bernard Harris (Earth-616)",NA,"Good Characters",NA,"Brown Hair","Male Characters",FALSE,"Living Characters",4,"October",1965,"Marvel"
"5946",344556,"Celia Rawlings (Earth-616)",NA,"Good Characters",NA,NA,"Female Characters",FALSE,"Deceased Characters",4,"September",1965,"Marvel"
"5947",236380,"Demon (Witch Doctor) (Earth-616)",NA,"Bad Characters",NA,NA,"Male Characters",FALSE,"Living Characters",4,"December",1965,"Marvel"
"5948",8878,"Farley Stillwell (Earth-616)","Public Identity","Neutral Characters",NA,"Brown Hair","Male Characters",FALSE,"Deceased Characters",4,"January",1965,"Marvel"
"5949",13172,"Frank Smith (Earth-616)","Secret Identity","Bad Characters","Blue Eyes","Black Hair","Male Characters",FALSE,"Living Characters",4,"January",1965,"Marvel"
"5950",284600,"General Wo (Earth-616)","Secret Identity","Bad Characters","Black Eyes","Black Hair","Male Characters",FALSE,"Living Characters",4,"January",1965,"Marvel"
"5951",519743,"Joe (Cameraman) (Earth-616)","Public Identity",NA,NA,"Red Hair","Male Characters",FALSE,"Living Characters",4,"February",1965,"Marvel"
"5952",2666,"Joseph Conroy (Earth-616)","Secret Identity","Bad Characters",NA,NA,"Male Characters",FALSE,"Living Characters",4,"September",1965,"Marvel"
"5953",508121,"Richard Uberhart (Earth-616)","Public Identity",NA,NA,"Blond Hair","Male Characters",FALSE,"Living Characters",4,"September",1965,"Marvel"
"5954",459747,"Kukulkan (Earth-616)",NA,"Bad Characters","Variable Eyes","Variable Hair","Male Characters",FALSE,"Living Characters",4,"October",1966,"Marvel"
"5955",18571,"Max Young (Earth-616)","Public Identity","Bad Characters",NA,NA,"Male Characters",FALSE,"Deceased Characters",4,"June",1966,"Marvel"
"5956",141849,"Ramon Dantas (Earth-616)",NA,"Bad Characters",NA,NA,"Male Characters",FALSE,"Living Characters",4,"October",1966,"Marvel"
"5957",295118,"Robert Plunder (Earth-616)","Public Identity","Good Characters",NA,"Black Hair","Male Characters",FALSE,"Living Characters",4,"February",1966,"Marvel"
"5958",236859,"Seidring (Earth-616)",NA,"Bad Characters",NA,NA,"Male Characters",FALSE,"Living Characters",4,"March",1966,"Marvel"
"5959",40705,"Tazza (Earth-616)",NA,"Bad Characters","Yellow Eyes","Black Hair","Male Characters",FALSE,"Living Characters",4,"May",1966,"Marvel"
"5960",670330,"Timmy (Earth-616)","Public Identity",NA,NA,"Black Hair","Male Characters",FALSE,"Living Characters",4,"October",1966,"Marvel"
"5961",141851,"Toloc (Earth-616)",NA,"Bad Characters",NA,NA,"Male Characters",FALSE,"Living Characters",4,"October",1966,"Marvel"
"5962",529198,"Ed McMahon (Earth-616)","Public Identity","Neutral Characters",NA,"Brown Hair","Male Characters",FALSE,"Living Characters",4,"July",1967,"Marvel"
"5963",306552,"Jim Morita (Earth-616)",NA,NA,"Brown Eyes","Black Hair","Male Characters",FALSE,"Living Characters",4,"January",1967,"Marvel"
"5964",258371,"Jinni (Earth-616)",NA,"Bad Characters","Red Eyes","Black Hair","Male Characters",FALSE,"Living Characters",4,"February",1967,"Marvel"
"5965",306523,"Rolfe Harrison (Earth-616)",NA,"Good Characters",NA,NA,"Male Characters",FALSE,"Living Characters",4,"December",1967,"Marvel"
"5966",489227,"Sam (US Army) (Earth-616)","Public Identity",NA,NA,NA,"Male Characters",FALSE,"Living Characters",4,"December",1967,"Marvel"
"5967",26410,"Ultrana (Earth-616)",NA,"Bad Characters","Green Eyes","White Hair","Female Characters",FALSE,"Living Characters",4,"January",1967,"Marvel"
"5968",1041,"Agon (Earth-616)","No Dual Identity",NA,NA,"Black Hair","Male Characters",FALSE,"Deceased Characters",4,"January",1968,"Marvel"
"5969",315200,"Biggie Benson (Earth-616)","No Dual Identity","Bad Characters",NA,NA,"Male Characters",FALSE,"Deceased Characters",4,"December",1968,"Marvel"
"5970",313158,"Commander Morton (Earth-616)","Public Identity","Good Characters",NA,NA,"Male Characters",FALSE,"Living Characters",4,"August",1968,"Marvel"
"5971",298284,"Jonathan East (Earth-616)","Secret Identity","Bad Characters","Hazel Eyes","White Hair","Male Characters",FALSE,"Deceased Characters",4,"May",1968,"Marvel"
"5972",55285,"Toag (Earth-616)",NA,NA,NA,NA,"Male Characters",FALSE,"Living Characters",4,"July",1968,"Marvel"
"5973",19529,"Dynorr (Earth-616)","Public Identity",NA,NA,"No Hair","Male Characters",FALSE,"Living Characters",4,"September",1969,"Marvel"
"5974",60265,"Invincible Robot (Earth-616)",NA,"Bad Characters","No Eyes","No Hair",NA,FALSE,"Living Characters",4,"April",1969,"Marvel"
"5975",1939,"Kormok (Earth-616)","No Dual Identity","Bad Characters",NA,"Black Hair","Male Characters",FALSE,"Living Characters",4,"September",1969,"Marvel"
"5976",317999,"Mama Fury (Earth-616)",NA,"Good Characters",NA,"White Hair",NA,FALSE,"Living Characters",4,"July",1969,"Marvel"
"5977",311746,"Man-Slayer (Earth-616)","Public Identity","Bad Characters",NA,"No Hair",NA,FALSE,"Deceased Characters",4,"April",1969,"Marvel"
"5978",504445,"Marty (Driver) (Earth-616)","Public Identity",NA,NA,"Black Hair","Male Characters",FALSE,"Living Characters",4,"May",1969,"Marvel"
"5979",15091,"Bart Dietzel (Earth-616)",NA,"Bad Characters",NA,"Brown Hair","Male Characters",FALSE,"Deceased Characters",4,"January",1970,"Marvel"
"5980",238046,"Crypto-Man (Earth-616)","Public Identity","Bad Characters",NA,NA,NA,FALSE,"Living Characters",4,"March",1970,"Marvel"
"5981",327610,"Dan Dunn (Earth-616)",NA,"Bad Characters","Black Eyes","Blond Hair","Male Characters",FALSE,"Living Characters",4,"February",1970,"Marvel"
"5982",327611,"Montague Hale (Earth-616)",NA,"Bad Characters",NA,"Black Hair","Male Characters",FALSE,"Living Characters",4,"February",1970,"Marvel"
"5983",10211,"Toru Tarakoto (Earth-616)","Secret Identity","Bad Characters","Brown Eyes","Black Hair","Male Characters",FALSE,"Deceased Characters",4,"October",1970,"Marvel"
"5984",706138,"Godfried Herter (Earth-616)","Secret Identity","Bad Characters","Brown Eyes","Grey Hair","Male Characters",FALSE,"Living Characters",4,"January",1971,"Marvel"
"5985",238301,"Infinity (Odin) (Earth-616)","No Dual Identity","Bad Characters",NA,NA,"Male Characters",FALSE,"Living Characters",4,"February",1971,"Marvel"
"5986",706137,"Roger Phillips (Earth-616)","Secret Identity","Bad Characters",NA,"Strawberry Blond Hair","Male Characters",FALSE,"Living Characters",4,"January",1971,"Marvel"
"5987",707585,"Roscoe (San Francisco) (Earth-616)","Public Identity",NA,NA,"Black Hair","Male Characters",FALSE,"Deceased Characters",4,"March",1971,"Marvel"
"5988",238237,"Silent One (Earth-616)",NA,"Neutral Characters",NA,NA,"Male Characters",FALSE,"Living Characters",4,"January",1971,"Marvel"
"5989",17419,"Xeron the Starslayer (Earth-616)","Secret Identity","Good Characters",NA,NA,"Male Characters",FALSE,"Living Characters",4,"February",1971,"Marvel"
"5990",490922,"Benjamin Savannah (Earth-616)","No Dual Identity",NA,NA,"White Hair","Male Characters",FALSE,"Living Characters",4,"September",1972,"Marvel"
"5991",16779,"Carl Maddicks (Earth-616)","Public Identity",NA,NA,NA,"Male Characters",FALSE,"Deceased Characters",4,"March",1972,"Marvel"
"5992",34114,"Ebora (Earth-616)",NA,"Bad Characters",NA,NA,"Female Characters",FALSE,"Living Characters",4,"November",1972,"Marvel"
"5993",92806,"Gadget (Earth-616)","Secret Identity","Bad Characters",NA,NA,"Male Characters",FALSE,"Living Characters",4,"August",1972,"Marvel"
"5994",12779,"Katsuo Sasaki (Earth-616)","Secret Identity","Bad Characters",NA,NA,"Male Characters",FALSE,"Living Characters",4,"August",1972,"Marvel"
"5995",295661,"Wilma Calvin (Earth-616)",NA,"Good Characters",NA,"White Hair","Female Characters",FALSE,"Living Characters",4,"June",1972,"Marvel"
"5996",18441,"Aelfric (Earth-616)","Secret Identity","Bad Characters",NA,NA,"Male Characters",FALSE,"Deceased Characters",4,"January",1973,"Marvel"
"5997",18305,"Aloysius Vault (Earth-616)",NA,"Bad Characters",NA,"Black Hair","Male Characters",FALSE,"Living Characters",4,"December",1973,"Marvel"
"5998",109742,"Black Mariah (Earth-616)","Secret Identity","Bad Characters","Brown Eyes","Black Hair","Female Characters",FALSE,"Living Characters",4,"January",1973,"Marvel"
"5999",333395,"Bride of Frankenstein (Earth-616)","Secret Identity",NA,NA,"Black Hair","Female Characters",FALSE,"Living Characters",4,"March",1973,"Marvel"
"6000",43067,"Charles LeJeune (Earth-616)","Public Identity","Good Characters",NA,"Grey Hair","Male Characters",FALSE,"Deceased Characters",4,"September",1973,"Marvel"
"6001",30886,"Christine Murrow (Earth-616)","Public Identity",NA,NA,"Strawberry Blond Hair","Female Characters",FALSE,"Living Characters",4,"December",1973,"Marvel"
"6002",301368,"Dragonus (Earth-616)",NA,"Bad Characters",NA,NA,"Male Characters",FALSE,"Living Characters",4,"January",1973,"Marvel"
"6003",2049,"Ludi (Earth-616)","Secret Identity","Bad Characters","White Eyes","Grey Hair","Male Characters",FALSE,"Living Characters",4,"May",1973,"Marvel"
"6004",554419,"Madoxx (Earth-616)","Public Identity","Good Characters",NA,"White Hair","Male Characters",FALSE,"Living Characters",4,"August",1973,"Marvel"
"6005",438516,"Mister Six (Earth-616)","Secret Identity","Bad Characters",NA,NA,"Male Characters",FALSE,"Living Characters",4,"October",1973,"Marvel"
"6006",86069,"Mongu (Earth-616)","No Dual Identity","Bad Characters","Red Eyes","Brown Hair","Male Characters",FALSE,"Living Characters",4,"June",1973,"Marvel"
"6007",246414,"Mordecai Jones (Earth-616)",NA,"Bad Characters",NA,"Black Hair","Male Characters",FALSE,"Living Characters",4,"March",1973,"Marvel"
"6008",15395,"Murdoch Adams (Earth-616)",NA,"Good Characters",NA,"Blond Hair","Male Characters",FALSE,"Living Characters",4,"May",1973,"Marvel"
"6009",20101,"Nimrod (Vampire) (Earth-616)","Secret Identity","Bad Characters","Red Eyes","Black Hair","Male Characters",FALSE,"Deceased Characters",4,"October",1973,"Marvel"
"6010",15277,"Ramon Garcia (Earth-616)","Public Identity","Bad Characters","Brown Eyes","Brown Hair","Male Characters",FALSE,"Deceased Characters",4,"June",1973,"Marvel"
"6011",249101,"Ree-Zee (Earth-616)","Secret Identity","Bad Characters","Red Eyes","No Hair","Male Characters",FALSE,"Living Characters",4,"January",1973,"Marvel"
"6012",570105,"Robert Landers (Earth-616)","Public Identity","Good Characters",NA,NA,"Male Characters",FALSE,"Living Characters",4,"May",1973,"Marvel"
"6013",79531,"Thomas Thunderhead (Earth-616)","Secret Identity","Good Characters","Black Eyes","Black Hair","Male Characters",FALSE,"Living Characters",4,"May",1973,"Marvel"
"6014",410772,"Tryx (Earth-616)","No Dual Identity","Good Characters",NA,"Brown Hair","Male Characters",FALSE,"Living Characters",4,"December",1973,"Marvel"
"6015",249902,"Virago (Earth-616)",NA,"Bad Characters","Orange Eyes","Green Hair","Female Characters",FALSE,"Living Characters",4,"August",1973,"Marvel"
"6016",65502,"Vlad Tepulus (Earth-616)","Public Identity",NA,NA,NA,"Male Characters",FALSE,"Living Characters",4,"September",1973,"Marvel"
"6017",2749,"Zartra (Atlantean) (Earth-616)","Public Identity","Good Characters","Blue Eyes","Auburn Hair","Female Characters",FALSE,"Living Characters",4,"October",1973,"Marvel"
"6018",13014,"Alvin Denton (Earth-616)","No Dual Identity",NA,NA,"Brown Hair","Male Characters",FALSE,"Deceased Characters",4,"November",1974,"Marvel"
"6019",239032,"Avalon (Caretaker) (Earth-616)","No Dual Identity","Good Characters",NA,NA,NA,FALSE,"Living Characters",4,"January",1974,"Marvel"
"6020",511955,"Ayla Prentiss (Earth-616)","No Dual Identity",NA,"Blue Eyes","Blond Hair","Female Characters",FALSE,"Living Characters",4,"May",1974,"Marvel"
"6021",643330,"Celestia Denton (Earth-616)",NA,"Bad Characters",NA,NA,"Female Characters",FALSE,"Deceased Characters",4,"November",1974,"Marvel"
"6022",15509,"Cornell Cottonmouth (Earth-616)","Secret Identity","Bad Characters","Black Eyes","Bald","Male Characters",FALSE,"Living Characters",4,"June",1974,"Marvel"
"6023",491158,"Czar-Doon (Earth-616)","Public Identity","Bad Characters",NA,"No Hair","Male Characters",FALSE,"Living Characters",4,"May",1974,"Marvel"
"6024",301738,"David Eshcol (Earth-616)","No Dual Identity","Good Characters",NA,NA,"Male Characters",FALSE,"Deceased Characters",4,"November",1974,"Marvel"
"6025",70078,"FAUST (Fully Automated Unit of Structural Technology) (Earth-616)","Secret Identity","Good Characters",NA,NA,NA,FALSE,"Living Characters",4,"February",1974,"Marvel"
"6026",1850,"Ikthalon (Earth-616)","Secret Identity","Bad Characters",NA,"No Hair","Male Characters",FALSE,"Living Characters",4,"March",1974,"Marvel"
"6027",632727,"James Sinoda (Earth-616)","Secret Identity","Bad Characters",NA,NA,"Male Characters",FALSE,"Deceased Characters",4,"June",1974,"Marvel"
"6028",438566,"Jason Adamson (Earth-616)",NA,NA,NA,NA,"Male Characters",FALSE,"Living Characters",4,"June",1974,"Marvel"
"6029",43613,"Krowtanem (Earth-616)",NA,"Bad Characters",NA,NA,"Male Characters",FALSE,"Living Characters",4,"November",1974,"Marvel"
"6030",631619,"Lenore Frankenstein (Earth-616)","Public Identity","Neutral Characters",NA,NA,"Female Characters",FALSE,"Deceased Characters",4,"July",1974,"Marvel"
"6031",525671,"Loc Do (Earth-616)","Public Identity","Bad Characters","Grey Eyes","Black Hair","Male Characters",FALSE,"Deceased Characters",4,"August",1974,"Marvel"
"6032",438000,"Loralee Tate (Earth-616)","No Dual Identity","Good Characters",NA,NA,"Female Characters",FALSE,"Living Characters",4,"February",1974,"Marvel"
"6033",63336,"Maxwell Plumm (Earth-616)",NA,"Bad Characters","Black Eyes","Brown Hair","Male Characters",FALSE,"Deceased Characters",4,"April",1974,"Marvel"
"6034",260744,"Papa Shorty (Earth-616)","Secret Identity","Bad Characters","Brown Eyes","Black Hair","Male Characters",FALSE,"Deceased Characters",4,"May",1974,"Marvel"
"6035",13118,"Protector (Rhunian Android) (Earth-616)","No Dual Identity","Bad Characters",NA,"No Hair",NA,FALSE,"Living Characters",4,"January",1974,"Marvel"
"6036",491358,"Rachel Dandridge (Earth-616)","Public Identity","Neutral Characters","Black Eyes","Black Hair","Female Characters",FALSE,"Living Characters",4,"September",1974,"Marvel"
"6037",438587,"Rebecca Adamson (Earth-616)",NA,NA,NA,NA,"Female Characters",FALSE,"Living Characters",4,"June",1974,"Marvel"
"6038",299627,"Sinbad (Earth-616)",NA,"Good Characters",NA,"Black Hair","Male Characters",FALSE,"Living Characters",4,"June",1974,"Marvel"
"6039",549998,"Sybil Mills (Earth-616)","Public Identity","Good Characters","Blue Eyes",NA,"Female Characters",FALSE,"Living Characters",4,"November",1974,"Marvel"
"6040",21127,"Victoria Wingate Hellstrom (Earth-616)","No Dual Identity","Neutral Characters","Blue Eyes","Brown Hair","Female Characters",FALSE,"Living Characters",4,"January",1974,"Marvel"
"6041",438950,"Wayne Logan (Earth-616)",NA,"Good Characters",NA,NA,"Male Characters",FALSE,"Living Characters",4,"June",1974,"Marvel"
"6042",502946,"William Roberts (Earth-616)",NA,"Bad Characters","Brown Eyes","Black Hair","Male Characters",FALSE,"Living Characters",4,"May",1974,"Marvel"
"6043",654195,"Yolinda (Earth-616)","No Dual Identity",NA,"Blue Eyes","Blond Hair","Female Characters",FALSE,"Deceased Characters",4,"April",1974,"Marvel"
"6044",62812,"Berserker (Android) (Earth-616)",NA,"Bad Characters",NA,NA,"Male Characters",FALSE,"Deceased Characters",4,"May",1975,"Marvel"
"6045",88638,"Dorrek (Earth-616)","No Dual Identity","Neutral Characters","Green Eyes","No Hair","Male Characters",FALSE,"Living Characters",4,"March",1975,"Marvel"
"6046",306444,"Droog (Earth-616)",NA,NA,"White Eyes","No Hair","Male Characters",FALSE,"Living Characters",4,"June",1975,"Marvel"
"6047",555584,"Fer-Porr (Earth-616)",NA,"Bad Characters",NA,"Brown Hair","Male Characters",FALSE,"Living Characters",4,"March",1975,"Marvel"
"6048",244527,"Garko (Earth-616)","Secret Identity","Bad Characters","Blue Eyes","Brown Hair","Male Characters",FALSE,"Deceased Characters",4,"May",1975,"Marvel"
"6049",728056,"Garth (Other Realm) (Earth-616)","No Dual Identity","Good Characters",NA,"Blond Hair","Male Characters",FALSE,"Living Characters",4,"July",1975,"Marvel"
"6050",1695,"Geb (Earth-616)","No Dual Identity","Neutral Characters",NA,NA,"Male Characters",FALSE,"Living Characters",4,"November",1975,"Marvel"
"6051",728058,"Gorjoon (Other Realm) (Earth-616)","No Dual Identity","Good Characters",NA,"Brown Hair","Male Characters",FALSE,"Living Characters",4,"July",1975,"Marvel"
"6052",641119,"Indigo (ICON) (Earth-616)","Secret Identity","Bad Characters",NA,NA,"Male Characters",FALSE,"Deceased Characters",4,"May",1975,"Marvel"
"6053",18340,"Jeff Cochren (Earth-616)",NA,"Good Characters",NA,"Black Hair","Male Characters",FALSE,"Deceased Characters",4,"August",1975,"Marvel"
"6054",439429,"Juno (Earth-616)","No Dual Identity","Bad Characters",NA,"Bald","Male Characters",FALSE,"Deceased Characters",4,"October",1975,"Marvel"
"6055",1921,"Khordes (Earth-616)","Public Identity",NA,NA,NA,"Male Characters",FALSE,"Living Characters",4,"February",1975,"Marvel"
"6056",16098,"Kirov Petrovna (Earth-616)",NA,"Bad Characters","Blue Eyes","Black Hair","Male Characters",FALSE,"Deceased Characters",4,"February",1975,"Marvel"
"6057",728059,"Lambert (Other Realm) (Earth-616)","No Dual Identity","Good Characters",NA,"White Hair","Male Characters",FALSE,"Living Characters",4,"July",1975,"Marvel"
"6058",171682,"Lazarus (Earth-616)","Secret Identity","Bad Characters",NA,"White Hair","Male Characters",FALSE,"Living Characters",4,"January",1975,"Marvel"
"6059",2490,"Michael Stivak (Earth-616)","Secret Identity","Good Characters",NA,"Grey Hair","Male Characters",FALSE,"Living Characters",4,"October",1975,"Marvel"
"6060",198954,"Mister Carpenter (Earth-616)",NA,"Bad Characters",NA,"Black Hair","Male Characters",FALSE,"Living Characters",4,"May",1975,"Marvel"
"6061",670969,"Musenda (Earth-616)","No Dual Identity","Good Characters","Brown Eyes","Black Hair","Male Characters",FALSE,"Living Characters",4,"March",1975,"Marvel"
"6062",14085,"Nick Lewis, Jr. (Earth-616)","Secret Identity","Bad Characters","Brown Eyes","Black Hair","Male Characters",FALSE,"Living Characters",4,"November",1975,"Marvel"
"6063",249114,"Raphael Zoran (Earth-616)","Secret Identity","Bad Characters",NA,"Brown Hair","Male Characters",FALSE,"Living Characters",4,"December",1975,"Marvel"
"6064",71248,"Rebecca Rainbow (Earth-616)","Public Identity","Good Characters",NA,"Black Hair","Female Characters",FALSE,"Living Characters",4,"March",1975,"Marvel"
"6065",691708,"Shabby Allus (Earth-616)","No Dual Identity","Good Characters",NA,NA,"Male Characters",FALSE,"Living Characters",4,"November",1975,"Marvel"
"6066",555580,"Sro-Himm (Earth-616)",NA,"Bad Characters",NA,"Bald","Male Characters",FALSE,"Living Characters",4,"March",1975,"Marvel"
"6067",641121,"Werner Schmidt (ICON) (Earth-616)","Secret Identity","Bad Characters",NA,"Black Hair","Male Characters",FALSE,"Deceased Characters",4,"May",1975,"Marvel"
"6068",18343,"Alexi Bruskin (Earth-616)","No Dual Identity","Good Characters",NA,"Black Hair","Male Characters",FALSE,"Deceased Characters",4,"August",1976,"Marvel"
"6069",80885,"Arthur Winslow (Earth-616)",NA,NA,NA,NA,"Male Characters",FALSE,"Living Characters",4,"March",1976,"Marvel"
"6070",59411,"Bambi (Earth-616)","No Dual Identity","Neutral Characters",NA,NA,"Female Characters",FALSE,"Living Characters",4,"January",1976,"Marvel"
"6071",195283,"Basilisk (Demon) (Earth-616)",NA,"Bad Characters","Red Eyes",NA,"Male Characters",FALSE,"Living Characters",4,"June",1976,"Marvel"
"6072",717551,"Brother Inquisitor (Earth-616)","Secret Identity","Neutral Characters",NA,NA,"Male Characters",FALSE,"Living Characters",4,"September",1976,"Marvel"
"6073",86181,"Bun-Dall (Earth-616)","No Dual Identity","Neutral Characters",NA,"Bald","Male Characters",FALSE,"Living Characters",4,"July",1976,"Marvel"
"6074",36082,"Burning Snake (Earth-616)",NA,NA,NA,NA,NA,FALSE,"Living Characters",4,"May",1976,"Marvel"
"6075",486909,"Dale West (Earth-616)","No Dual Identity","Good Characters",NA,"Red Hair","Male Characters",FALSE,"Living Characters",4,"February",1976,"Marvel"
"6076",722684,"Filippo Ayala (Earth-616)","No Dual Identity","Bad Characters",NA,NA,"Male Characters",FALSE,"Deceased Characters",4,"August",1976,"Marvel"
"6077",66258,"Fred Hovel (Earth-616)","Secret Identity","Bad Characters",NA,"Black Hair","Male Characters",FALSE,"Living Characters",4,"January",1976,"Marvel"
"6078",246353,"Geoffrey Ballard (Earth-616)",NA,"Bad Characters",NA,"Black Hair","Male Characters",FALSE,"Living Characters",4,"August",1976,"Marvel"
"6079",177130,"Gingerbread Man (Earth-616)","Secret Identity","Bad Characters",NA,NA,"Male Characters",FALSE,"Deceased Characters",4,"November",1976,"Marvel"
"6080",36083,"Goat-Child (Earth-616)",NA,NA,NA,NA,NA,FALSE,"Living Characters",4,"May",1976,"Marvel"
"6081",422509,"Herbert Bell (Earth-616)","No Dual Identity","Good Characters",NA,"Black Hair","Male Characters",FALSE,"Living Characters",4,"February",1976,"Marvel"
"6082",18732,"Herbert Griswold (Earth-616)",NA,"Bad Characters",NA,"White Hair",NA,FALSE,"Living Characters",4,"August",1976,"Marvel"
"6083",564961,"Hesperus Chadwick (Earth-616)","No Dual Identity","Bad Characters",NA,"Black Hair","Male Characters",FALSE,"Living Characters",4,"March",1976,"Marvel"
"6084",16066,"Jacob Pollock (Earth-616)","No Dual Identity","Bad Characters",NA,NA,"Male Characters",FALSE,"Living Characters",4,"September",1976,"Marvel"
"6085",18569,"Joon Moon Yuc (Earth-616)","No Dual Identity",NA,NA,"Black Hair","Male Characters",FALSE,"Living Characters",4,"November",1976,"Marvel"
"6086",106954,"Lancelot (Iron Fist Ally) (Earth-616)","Public Identity",NA,NA,"Black Hair","Male Characters",FALSE,"Living Characters",4,"February",1976,"Marvel"
"6087",345121,"Mason Harding (Earth-616)","No Dual Identity","Good Characters",NA,"Grey Hair","Male Characters",FALSE,"Living Characters",4,"June",1976,"Marvel"
"6088",66260,"Matilda von Tromp (Earth-616)","Secret Identity","Bad Characters",NA,"Red Hair","Female Characters",FALSE,"Living Characters",4,"January",1976,"Marvel"
"6089",66256,"Morton Kribbee (Earth-616)","Secret Identity","Bad Characters",NA,"Blond Hair","Male Characters",FALSE,"Living Characters",4,"January",1976,"Marvel"
"6090",593395,"Nestor Ayala (Earth-616)","No Dual Identity","Good Characters",NA,NA,"Male Characters",FALSE,"Deceased Characters",4,"March",1976,"Marvel"
"6091",66254,"Olivier Bedwette (Earth-616)","Secret Identity","Bad Characters",NA,"Black Hair","Male Characters",FALSE,"Living Characters",4,"January",1976,"Marvel"
"6092",1370,"Ren\u00e9 Duquesne (Earth-616)","Secret Identity","Good Characters",NA,NA,"Male Characters",FALSE,"Living Characters",4,"July",1976,"Marvel"
"6093",505347,"Sandy York (Earth-616)","No Dual Identity","Good Characters",NA,"Blond Hair","Male Characters",FALSE,"Living Characters",4,"October",1976,"Marvel"
"6094",534268,"Scrounger (Earth-616)","Secret Identity","Neutral Characters","Black Eyes","Black Hair","Male Characters",FALSE,"Living Characters",4,"July",1976,"Marvel"
"6095",298280,"Slitherogue (Earth-616)",NA,"Bad Characters","Grey Eyes","Black Hair","Male Characters",FALSE,"Living Characters",4,"March",1976,"Marvel"
"6096",255858,"Tandy Snow (Earth-616)",NA,"Good Characters",NA,"Black Hair","Female Characters",FALSE,"Living Characters",4,"February",1976,"Marvel"
"6097",492414,"Victor Cochran (Earth-616)","Secret Identity","Bad Characters",NA,"Black Hair","Male Characters",FALSE,"Deceased Characters",4,"July",1976,"Marvel"
"6098",195263,"Vira (Tode) (Earth-616)","No Dual Identity",NA,NA,NA,"Female Characters",FALSE,"Living Characters",4,"July",1976,"Marvel"
"6099",115994,"Abel Stack (Earth-616)","No Dual Identity","Good Characters","Blue Eyes","Brown Hair","Male Characters",FALSE,"Living Characters",4,"July",1977,"Marvel"
"6100",609946,"Burgundy (Power Man Ally) (Earth-616)",NA,"Good Characters","Brown Eyes","Black Hair","Female Characters",FALSE,"Living Characters",4,"May",1977,"Marvel"
"6101",658826,"Capricorn (LMD) (Earth-616)","Secret Identity","Bad Characters",NA,NA,"Male Characters",FALSE,"Living Characters",4,"August",1977,"Marvel"
"6102",442904,"Charles Delazny Sr. (Earth-616)",NA,NA,NA,"Black Hair","Male Characters",FALSE,"Living Characters",4,"February",1977,"Marvel"
"6103",414562,"Fee-Lon (Earth-616)","Public Identity",NA,NA,"Brown Hair","Male Characters",FALSE,"Living Characters",4,"March",1977,"Marvel"
"6104",18804,"Jakarra (Earth-616)","Secret Identity",NA,"Red Eyes","Bald","Male Characters",FALSE,"Living Characters",4,"November",1977,"Marvel"
"6105",690343,"Judy Parks (Earth-616)",NA,NA,NA,NA,"Female Characters",FALSE,"Living Characters",4,"April",1977,"Marvel"
"6106",43668,"Kur (Earth-616)",NA,"Bad Characters",NA,NA,"Male Characters",FALSE,"Living Characters",4,"February",1977,"Marvel"
"6107",441767,"Lynn Anderson (Earth-616)",NA,NA,NA,NA,"Female Characters",FALSE,"Living Characters",4,"May",1977,"Marvel"
"6108",37285,"Pisces (Female LMD) (Earth-616)",NA,NA,NA,"Blond Hair","Female Characters",FALSE,"Living Characters",4,"August",1977,"Marvel"
"6109",658836,"Pisces (LMD) (Earth-616)","Secret Identity","Bad Characters",NA,"Blond Hair","Female Characters",FALSE,"Living Characters",4,"August",1977,"Marvel"
"6110",189062,"Zarin (Eternal) (Earth-616)","Secret Identity","Neutral Characters","Blue Eyes",NA,"Male Characters",FALSE,"Living Characters",4,"May",1977,"Marvel"
"6111",263574,"Zirksu (Earth-616)","Secret Identity","Bad Characters","Green Eyes","No Hair","Male Characters",FALSE,"Living Characters",4,"April",1977,"Marvel"
"6112",24653,"Con Ticci Viracocha (Earth-616)","Secret Identity","Good Characters",NA,NA,"Male Characters",FALSE,"Living Characters",4,"September",1978,"Marvel"
"6113",267642,"Eugene Everett (Earth-616)",NA,NA,NA,"Black Hair","Male Characters",FALSE,"Living Characters",4,"March",1978,"Marvel"
"6114",45203,"Factor-X (Earth-616)",NA,"Bad Characters",NA,NA,"Male Characters",FALSE,"Living Characters",4,"July",1978,"Marvel"
"6115",246693,"Jason Beere (Earth-616)",NA,"Bad Characters","Brown Eyes","Brown Hair","Male Characters",FALSE,"Living Characters",4,"March",1978,"Marvel"
"6116",18839,"Joshua Itobo (Earth-616)","Public Identity","Good Characters",NA,"Black Hair","Male Characters",FALSE,"Living Characters",4,"January",1978,"Marvel"
